35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531
14.91,52.89,-3.12,37.12,-7.73,24.2,3.93,7.32,-5.7,5.23,0.66,4.84,3.84,-3.06,-21.72,-5.39,-25.46,-6.06,-27.78,-3.64,2.97,-6.81,0,0,Pep547,ErbB4-pY1242,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
198.92,61.19,188.07,50.04,177.95,30.79,142.06,21.21,115.82,9.46,65.61,7.13,31.95,-5.24,12.94,-10.3,-2.32,-9.69,-4.55,-3.84,-7.33,-8.44,0,0,Pep547,ErbB4-pY1242,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
17.71,9.5,8.32,1.96,-13.37,-5.51,-10.43,-6.01,-9.44,-1.13,-11.24,-5.89,-8.81,0.92,-10.35,-4.46,-5.42,4.74,7.79,1.33,-12.39,1.21,0,0,Pep547,ErbB4-pY1242,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
15.71,-20.04,-2.74,-0.37,-4.17,-4.54,-5.4,1.33,9.96,-0.93,-1.21,0.22,0.05,0.64,-14.19,1.78,-6.2,-3.42,-6.44,1.14,-2.47,-3.13,0,0,Pep547,ErbB4-pY1242,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
9.09,60.58,-8.49,29.2,-6.27,16.45,-22.65,9.95,-22.97,-2.72,-25.76,1.31,-21.9,0.19,-16.62,-1.04,-24.03,-3.73,-22.74,-2.37,-0.54,-7.41,0,0,Pep547,ErbB4-pY1242,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
0.97,1.12,-0.63,-10.16,-10.89,-6.18,-1.51,-13.4,-1.16,-10.55,-2.84,-20.55,-3.63,-6.93,-4.8,-15.07,2.3,-17.24,-1.56,-12.75,-3.35,-16.76,0,0,Pep547,ErbB4-pY1242,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
81.63,13.66,63.61,-3.09,38.77,-7.46,-24.4,-12.62,-19.69,-11.84,-23.58,-5.19,-26.93,-1.61,0.88,-6.4,-29.52,-11.38,-26.49,-8.12,-27.19,-14.62,0,0,Pep547,ErbB4-pY1242,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
5.56,-29.16,-8.38,54.11,-6.54,39.35,-6.22,28.9,2.78,15.14,2.8,6.92,-3.97,4.44,3.9,-0.65,-1.27,-8.51,-2.02,2.99,1.14,-4.16,0,0,Pep547,ErbB4-pY1242,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.6,28.9,9.88,-3.06,0.22,-14.37,-5.8,-19.02,-10.85,-30.79,-15.25,-46.33,-12.2,-44.7,-13.57,-46.32,-14.4,-45.72,-13.65,-39.64,-3.02,-50.92,0,0,Pep613,ErbB4-pY906,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
24.18,43.22,-0.12,7.04,-4.82,-2.42,-13.78,-11.54,-10.66,-26.36,-10.42,-35.81,-13.9,-30.15,-8.85,-25.65,-11.34,-24.26,-11.11,-26.88,-2.23,-23.73,0,0,Pep613,ErbB4-pY906,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
101.47,58.2,78.18,31.25,36.33,26.53,28.96,15.57,16.81,12.63,9.75,-2.77,0.24,-12.07,0.81,-14.48,-2,-14.64,-2.87,-21.06,-3.05,-13.12,0,0,Pep613,ErbB4-pY906,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
18.03,164.44,8.11,147.52,-0.39,113.75,-7.42,115.54,-5.74,83.22,-5.32,53.91,-9.69,21.41,-7.77,4.93,-5.92,-2.36,-9.83,-16.98,-3.78,-6.39,0,0,Pep613,ErbB4-pY906,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
107.14,117.23,76.06,80.85,49.27,54.8,30.72,33.6,14.12,16.66,7.63,-2.16,5.77,-5.02,5.67,-7.58,-0.8,-7.94,-5.19,-13.93,2.08,-10.78,0,0,Pep613,ErbB4-pY906,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
32.68,20.91,14.24,-0.79,14.56,-4.46,-3.27,-4.91,-7.18,-7.55,-10.24,-11.86,-4.19,-16.4,-9.78,-13.53,-7.33,-10.72,-4.66,-7.72,-4.88,-11.71,0,0,Pep613,ErbB4-pY906,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
52.29,64.7,31.04,43.74,12.7,25.3,6.54,22.02,2.51,7.95,-6.51,-1.87,-1.2,-8.64,-2.89,-9.74,-6.79,-9.58,-6.38,-10.16,-3.65,-10.9,0,0,Pep613,ErbB4-pY906,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
57.54,-0.07,32.84,-3.22,17.55,-8.1,6.41,-7.92,0.71,-8.26,1.55,-13.78,-11.01,-22.49,-8.08,-19.56,-0.06,-15.89,-2.92,-7.51,-4.81,-9.97,0,0,Pep613,ErbB4-pY906,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
33.2,58.94,12.09,37.09,1.03,22.09,83.99,15.69,-2.05,6.28,-2.23,-5.11,-4.96,-3.44,-6.15,-17.8,-6.98,-16.16,-8.28,-17.01,-2.64,-17.3,0,0,Pep613,ErbB4-pY906,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
126.29,68.19,95.34,45.49,67.94,28.44,48.01,16.07,28.93,4.82,11.49,5.39,7.12,-12.94,5.35,-9.28,1.93,-12.09,2.62,-7.73,7.6,-9.6,0,0,Pep613,ErbB4-pY906,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
67.33,-10.19,41.42,-18.37,25.68,-21.87,9.33,-23.78,11.52,-29.58,7.11,-23.47,4.24,-30.34,3.94,-29.55,6.29,-24.18,4.81,-21.01,6.82,-26.42,0,0,Pep613,ErbB4-pY906,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
59.24,18.35,32.47,2,22.2,3.75,10.29,-2.67,11.18,-2.4,0.8,-4.59,2.1,-5.38,5.57,-2.48,-11.94,-6.58,5.79,0.23,2.71,-5.15,0,0,Pep613,ErbB4-pY906,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
61.39,171.96,29.92,127.36,18.29,87.41,-0.8,52.8,0.51,26.88,-3.58,6.79,-4.14,0.19,-9.36,-5.21,1.6,-10.96,-0.01,-12.48,-5.02,-5.1,0,0,Pep613,ErbB4-pY906,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
21.68,79.77,5.76,41.65,-1.45,24.88,-6.67,5.82,-3.85,4.09,-3.78,-19.87,-9.66,-10.05,-12.65,-21.31,-3.35,-14.95,-7.12,-12.1,-8.12,-9.76,0,0,Pep613,ErbB4-pY906,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
68.5,40.02,50.71,9.79,32.8,-0.68,28.46,-0.6,16.41,-12.79,-3.88,-9.49,-3.01,-16.96,-4.66,-19.06,0.85,-19.74,-2.7,-20.1,-1.01,-23.99,0,0,Pep613,ErbB4-pY906,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
9.87,74.89,-1.65,54.69,-9.12,36.07,-7.56,24.89,0.3,4.22,-2.69,-2.42,-8.7,-14.04,-11.89,-8.85,-4.36,-18.92,-6.33,-19.55,-2.33,-59.24,0,0,Pep613,ErbB4-pY906,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.16,63.83,15.02,52.04,12.18,27.67,3.58,12.76,-0.59,6.02,10.6,-6.9,-0.92,-7.03,-0.05,-7.59,0.19,-6.18,3.13,-5.26,7.19,-6.62,0,0,Pep613,ErbB4-pY906,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
19.27,40.62,0.54,10.44,-6.23,9.15,-3.72,-3.21,-2.11,-8.53,2.39,-19.34,-4.73,-1.24,-3.26,-10.17,-8.91,-2.74,-2.3,-1.34,1.34,-3.93,0,0,Pep613,ErbB4-pY906,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
82.83,68.66,47.82,41.24,32.58,37.12,17.75,30.26,11.76,18.31,0.95,9.77,1.68,1.92,0.3,6.25,-6.11,-4.09,-4.03,-8.56,0.91,-4.18,0,0,Pep613,ErbB4-pY906,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
15.46,161.83,4.87,146.65,3.53,113.92,-4.62,103.02,-3,77.43,0.09,43.9,-6.27,26.31,-2.19,12.85,-5.19,-2.94,-1.42,-3.41,5.89,-8.43,0,0,Pep613,ErbB4-pY906,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
91.37,121.8,64.22,81.01,42.27,60.22,21.47,33.37,15.84,21.14,1.82,1.33,0.42,-2.93,0.96,-3.46,-2.71,0.13,1.37,-5.39,2.32,3.32,0,0,Pep613,ErbB4-pY906,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
27.16,7.19,15.22,-2.71,-0.17,-8.37,-6.87,-14.53,-2.24,-7.71,-0.89,-15.13,-4.67,-10.68,0.42,-14.34,-7.38,-16.15,-6.8,-18.73,-1.81,-13.97,0,0,Pep613,ErbB4-pY906,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
48.6,61.71,25.84,39.09,14.83,27.87,5.55,14.85,6.81,4.44,2.31,-1.81,0.41,-3.41,-2.48,-0.83,-6.25,4.29,2.39,1.3,0.38,4.84,0,0,Pep613,ErbB4-pY906,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
49.14,-2.53,25.34,-1.63,7.22,-8.23,0.02,-8.05,-0.27,-6.45,-8.51,-10,-8.3,-11.75,-10.45,-16.44,-5.11,-9.41,-1.07,-4.73,-4.58,-5.23,0,0,Pep613,ErbB4-pY906,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
20.4,69.68,5.43,46.82,-0.99,31.72,-4.66,26.06,-0.46,23.48,-4.04,12.12,-8.27,10.49,-6.36,1.84,-4.15,6.26,-3.52,4.64,-4.64,5.56,0,0,Pep613,ErbB4-pY906,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
124.5,63.63,86.3,40.32,51.17,18.74,23.04,13.74,17.31,8.28,9.28,-3.16,5.67,-3.1,1.86,-2.19,0.63,-6.83,2.22,-3.22,-0.94,-6.65,0,0,Pep613,ErbB4-pY906,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
62.69,36.16,39.24,25.59,29.15,21.22,17.83,12.96,17.16,11.04,12.17,8.04,10.72,10.08,16.58,14.6,15.24,7.69,8.73,10.75,14.85,13.49,0,0,Pep613,ErbB4-pY906,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
42.09,24.76,23.21,15.09,13.55,9.99,3.97,4.74,3.15,6.78,3.79,11.05,4.23,5,3.45,7.15,-10.83,4.49,5.09,4.61,-2.1,9.59,0,0,Pep613,ErbB4-pY906,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
51.2,164.74,29.45,120.87,16.02,83.13,7.65,53.36,-3.56,29.31,-3.17,16.05,-7.61,10,-5.72,7.58,3.63,6.03,-3.78,-3.02,-1.61,-1.86,0,0,Pep613,ErbB4-pY906,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
11.71,81.75,-8.25,45.23,-6.21,22.48,-15.7,16.73,-7.85,6.78,-10.21,-6.76,-9.51,2.53,-14.19,-0.4,-15.22,4.91,-8.56,-11.47,-15.54,1.12,0,0,Pep613,ErbB4-pY906,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
58.2,54.91,41.14,15.83,23.74,13.47,14.87,6.58,6.29,-3.07,2.31,-0.05,-4.88,-4.64,0.19,-0.92,1.77,-6.02,-1.97,-5.36,-5.16,-12.31,0,0,Pep613,ErbB4-pY906,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
0.64,91.58,1.93,67.27,-2.62,46.52,-2.25,40.65,-2.08,29.89,-8.8,17.96,-4.09,18.09,-11.17,6.32,2.39,5.56,-9.1,6,-2.39,-40.92,0,0,Pep613,ErbB4-pY906,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2,-17.27,-51.27,-15.09,-6.35,-32.81,-10.57,-43.56,-10.32,-43.04,-8.34,-47.06,2.77,-43.16,-0.93,-47.52,-8.16,-40.53,-4.21,-40.59,4.9,-52.3,0,0,Pep616,ErbB3-pY1199,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
-0.28,-6.46,-13.7,-4.84,-23.53,-7.13,-10.74,-5.38,-11.61,-18.02,-17.47,-11.73,-6.62,-14.31,-12.75,-17.84,-11.84,-19.3,-16.74,-20.67,-8.41,-11.94,0,0,Pep616,ErbB3-pY1199,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
0.98,-6.83,-24.96,-6.25,-0.66,-18.42,-7.83,-23.58,-16.35,-12.78,-25.99,-15.43,-22.62,-14.2,-23.32,-19.88,2.75,-10.54,-13.14,-19.69,-0.98,-9.54,0,0,Pep616,ErbB3-pY1199,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
23.07,72.62,7.05,41.1,-11.63,14.96,-8.49,8.75,-5.65,-8.06,-1.02,-14.08,-2.96,1.08,-5.31,-14.31,-4.33,-2.72,3.4,-7.23,-15.32,-2.66,0,0,Pep616,ErbB3-pY1199,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
11.02,1.62,-5.53,1.92,-7.83,-15.83,-18.96,-4.92,-16.76,-20.52,-19.16,-7.66,-27.52,-25.52,-8.93,-14.62,-11.54,-6.13,-6.47,-10.34,-4.1,-5.33,0,0,Pep616,ErbB3-pY1199,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
18.27,-10.92,-8.2,-5.27,-20.08,-22.51,-10.86,-19.84,-22.45,-20.71,-17.53,-9.26,-13.26,-1.81,-22.13,-22.65,-20.75,-8.35,-8.54,-10.98,-14.92,-3.33,0,0,Pep616,ErbB3-pY1199,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
