35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531
231.42,44.72,219.68,21.63,207.07,11.38,173.73,-8,143.1,-3.29,101.1,-9.94,60.63,-8.77,15.25,-12.85,8.06,-7.01,-2.28,-9.58,-5.3,-3.54,0,0,Pep471,ErbB1-pY1110,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
43.97,26.06,28.61,15.35,24.55,16.91,27.36,13.1,30.07,21.08,29.37,19.55,24.88,23.19,27.58,18.15,30.62,18.04,28.83,17.96,28.16,20.19,0,0,Pep471,ErbB1-pY1110,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
17.03,5.61,-0.47,-4.38,-0.34,-1.48,-3.36,-7.7,-2.1,-2.6,4.59,-4.22,0.88,-3.33,3,1.92,7.25,-2.39,3.76,-1.17,6.51,-2.95,0,0,Pep471,ErbB1-pY1110,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
4.16,33.3,-5.33,10.44,-3.72,-2.87,-1.63,-8.79,-0.34,-8.95,-5.28,-13.71,2.81,-6.11,0.57,-12.1,-4.09,-8.34,-0.82,-4.12,0.91,-7.37,0,0,Pep471,ErbB1-pY1110,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
3.48,3.15,-5.79,-14.17,-12.99,-8.45,-8.88,-9.26,-8.17,-7.45,-10.87,-5.24,-8.39,-12.97,-9.66,-8.93,-7,-6.52,-3.44,-11.2,-8.89,-11.81,0,0,Pep471,ErbB1-pY1110,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
19.3,38.76,5.34,3.58,-2.28,-4.65,-8.54,-13.54,-4.43,-9.35,-3.95,-11,-3.45,-15.48,1.4,-10.23,4.64,-19.24,-5.2,-15.49,-1.61,-14.18,0,0,Pep471,ErbB1-pY1110,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
12.83,16.7,0.98,9.18,-7.91,-7.1,-6.21,-14.51,-4.45,-8.17,-2.88,-12.37,-7.71,-14.59,-8.23,-16.39,-4,-20.09,-13.61,-16.87,-8.01,-19.55,0,0,Pep471,ErbB1-pY1110,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.68,2.49,-5.33,-2.97,-4.66,-4.78,3.34,-21.6,1.93,-14.91,-2.05,-14.61,0.35,-19.11,-3.85,-12.58,-1.59,-14.35,-1.09,-13.51,1.75,-9.48,0,0,Pep471,ErbB1-pY1110,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
30.12,-6.18,4.41,-14.28,-7.97,-16.59,-11.35,-21.65,-7.88,-16.37,-16.78,-23.07,-13.21,-19.51,-11.77,-18.61,-5.34,-13.62,-5.42,-10.09,-11.29,-17.97,0,0,Pep471,ErbB1-pY1110,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
21.07,22.09,2.9,-11.31,0.47,3.31,-0.71,0.61,-1.28,0.37,-2.41,1.69,4.53,5.68,4.47,8.76,-5.3,9.72,2.96,2.1,7.66,6.43,0,0,Pep471,ErbB1-pY1110,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
9.47,23.25,-1.73,13.55,1.86,6.78,2.17,5.99,6.8,7.55,0.22,6.46,1.3,-1.26,-2.52,6.77,1.51,2.07,-0.07,5.31,3.94,4.47,0,0,Pep471,ErbB1-pY1110,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
21.04,63.67,7.5,35.66,4.11,-9.11,5.44,8.07,2.79,3.7,-1.06,-0.49,3.38,-1.11,4.75,-1.15,2.82,-3.31,1.92,4.53,8.53,-0.31,0,0,Pep471,ErbB1-pY1110,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
29.29,-0.63,2.32,-7.29,-3.33,-0.65,1.59,-2.97,1.37,0.29,-2.02,-5.94,-3.05,-6.57,-8.28,3.81,-5.93,-3.92,0.3,-4.2,-4.46,5.49,0,0,Pep471,ErbB1-pY1110,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
17.2,-0.14,6.24,-1.8,-6.21,-6.56,-7.17,-9.31,0.37,-1.52,-4.23,-7.15,-8.17,-3.95,-8.75,-6.18,-6.62,-2.68,-0.11,-5.33,-4.56,-8.35,0,0,Pep471,ErbB1-pY1110,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
-1.77,-4.74,-6.01,-0.85,-4.41,0.38,0.7,1.26,-8.02,-3.13,-5.81,0.25,-1.9,0.03,-1.97,8.62,-3.81,3.9,-4.61,-0.45,-0.29,4,0,0,Pep471,ErbB1-pY1110,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
3.51,5.4,-1.65,3.95,-3.65,-2.42,-5.32,-2.63,4.6,3.75,0.98,0.12,0.12,2.48,1.54,1.21,3.87,-3.39,-0.9,-4.42,8.15,-2.83,0,0,Pep471,ErbB1-pY1110,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
239.48,32.59,222.19,16.18,199.97,3.75,164.55,-5.24,130.78,-5.11,81.49,-2.93,41.9,-9.15,8.93,-5.76,2.8,-7.34,-4.49,-8.36,-8.2,-7.74,0,0,Pep471,ErbB1-pY1110,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
25.88,30.49,17.76,26.88,19.91,28.02,21.14,26.43,14.05,28.64,18.59,28.36,15.74,28.84,18.44,31.7,22.99,26.57,20.58,29.92,17.69,29.27,0,0,Pep471,ErbB1-pY1110,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
10.9,-1.51,4.45,-4.26,0.83,-1.2,-1.46,-5.47,1.23,-1.67,0.09,-8.61,2.32,-2.86,0.9,-3.96,5.07,4.09,-2.06,-4.08,7.11,-1.2,0,0,Pep471,ErbB1-pY1110,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-1.24,21.5,-12.23,13.52,-10.13,-0.93,-8.51,-3.95,-8.67,-0.72,-8.39,-10.31,-7.36,-7.02,-7.77,-7.14,-4.34,-8.11,-5.84,-3.42,-5.68,-6.08,0,0,Pep471,ErbB1-pY1110,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
1.57,10,-2.01,-3.45,-3.06,-5.36,-0.24,-2.35,1.72,-2.14,-5.9,-3.44,-1.19,-5.79,-7.51,-5.25,-3.87,-3.77,-0.15,-3.89,-6.83,-2.48,0,0,Pep471,ErbB1-pY1110,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
8.07,31.07,11.04,4.98,-2.54,-2.76,3.01,-7.91,-3.94,-13.07,5.23,-15.52,-0.05,-10.05,-0.5,-11.91,-1.17,-14.49,-3.72,-11.71,2.57,-8.68,0,0,Pep471,ErbB1-pY1110,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-16.52,27.17,-0.05,15.03,-0.39,8.77,-4.19,-0.32,-2.94,-2.33,-4.45,1.73,1.66,-5.2,-3.69,-17.49,-0.32,-3.57,-5.47,0.1,2.11,-5.68,0,0,Pep471,ErbB1-pY1110,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.56,30.57,-19.52,13.75,-0.63,-0.94,-8.04,-21.15,1.32,-22.68,-5.47,-29.62,-7.6,-31.14,10.06,-33.51,12.97,-37.65,-4.17,-21.37,-0.18,-16.46,0,0,Pep473,ErbB1-pY1138,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
7.58,-16.82,-5.78,-24.95,-4.19,-8.95,-27,-9.72,-10.2,-10.31,-27.1,-9.25,-24.77,-14.99,-3.14,-9.73,-7.86,-10.98,-1,-7.49,-3.45,-4.81,0,0,Pep473,ErbB1-pY1138,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
30.64,23.45,10.86,5.39,8.64,7.47,3.83,5.22,5.37,5.05,-3.4,-3.7,-2.15,2.43,11.15,8.38,2.37,-1.91,0.27,6.93,7.38,5.17,0,0,Pep473,ErbB1-pY1138,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
15.82,46.29,-4.5,33.52,3.85,23.36,4.52,3.23,1.8,5.7,3.09,7.59,-0.24,-0.85,7.35,1.21,5.45,2.92,-1.09,0.74,2.65,-0.34,0,0,Pep473,ErbB1-pY1138,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
9.81,-1.72,-8.99,8.19,-4.1,0.11,-9.76,-5.36,-3.93,-4.91,-6.41,-8.76,-15.96,-4.35,-26.03,-35.62,1.58,-6.41,-32.24,-13.03,-5.94,-3.4,0,0,Pep473,ErbB1-pY1138,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
21.4,10.33,6.39,5.57,-0.85,1.98,2.31,2.55,-0.51,-1.52,-4.48,10.75,-4.99,4.09,-26.58,-26.55,-3.77,4.82,-3.66,5.02,-6.71,8.11,0,0,Pep473,ErbB1-pY1138,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
-0.48,6.98,-8.82,14.98,-9.02,7.59,-6.72,0.96,-2.48,3.48,-10.58,-0.87,-9.95,-1.01,-13.49,4.33,-4.14,0.92,-10.68,1.35,-11.68,2.93,0,0,Pep473,ErbB1-pY1138,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
-0.71,-12.31,-8.93,-12.25,-5.52,-13.51,-12.87,-12.91,-3.77,-14.64,-9.05,-10.97,-1.06,-10.19,-0.91,-3.61,2.01,-10.12,-8.04,-9.76,-4.43,-5.29,0,0,Pep473,ErbB1-pY1138,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
21.09,41.03,12.82,34.14,4.92,18.99,12.98,14.48,20.77,13.06,17.51,16.37,23.66,10.78,11.96,8.67,18.3,13.7,20.83,14.01,22.18,11.7,0,0,Pep473,ErbB1-pY1138,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
71.73,27.63,49.16,16.91,47.05,11.46,37.89,2.06,34.82,5.79,25.31,2.19,23.74,3.44,18.07,6.2,21.57,5.01,17.28,7.52,15.37,9.04,0,0,Pep473,ErbB1-pY1138,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
15.92,11.4,14.36,11.17,3.86,14.23,4.97,17.41,11.69,18.39,8.34,14.02,12.63,15.35,5.17,22.62,10.16,18.75,8.21,16.53,9.63,18.69,0,0,Pep473,ErbB1-pY1138,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
31.57,35.57,28.21,29.55,32.15,32.34,23.13,33.19,26.77,28.72,19.66,32.41,17.01,33.5,22.24,33.33,20.39,33.18,21.96,29.21,24.08,33.6,0,0,Pep473,ErbB1-pY1138,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-4.72,48.24,-8.03,30.97,-8.55,15.17,-8.86,5.55,-7.24,8.81,-8.26,4.03,-0.67,4.83,-4.93,1.36,-3.32,4.05,3.25,2.95,-4.77,2.42,0,0,Pep473,ErbB1-pY1138,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-2.25,-2.2,-7.39,-7.89,-4.23,-10.65,-4.89,-12.11,-0.71,-7.74,-7.09,-13.98,-4.27,-10.59,-8.23,-15.63,-0.71,-9.84,-5.15,-10.77,-0.07,-13.19,0,0,Pep473,ErbB1-pY1138,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
62.14,-1.59,28.66,-9.24,20.16,-8.28,6.69,-11.97,2.47,-6.73,4.76,-9.69,-3.83,-9.99,3.93,-18.97,-1.44,-9.51,0.27,-3.68,-1.33,-18.05,0,0,Pep473,ErbB1-pY1138,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
9.63,48.22,-0.75,24.46,-4.19,13.44,-11,-2.74,-8.92,-3.33,-4.85,-15,-4.37,-28.42,-3.93,-14.27,5.47,-11.56,-3.03,-14.38,11.95,-19.1,0,0,Pep473,ErbB1-pY1138,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.59,50.98,-30.81,27.75,-7.39,11.82,-5.56,-1.01,-10.14,-4.96,-0.68,-11.04,-5.86,-14.02,-3.05,-4.86,-4.58,-13.26,-2.97,-6.79,-3.32,-6.01,0,0,Pep473,ErbB1-pY1138,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
8.67,-2.12,-1.79,-33.34,-2.41,-2.73,-35.55,-3.57,3.33,-2.47,-29.27,-7.27,-6.27,-6.03,-2.03,-4.53,-4.4,-4.14,-1.3,-3.08,0.73,-3.61,0,0,Pep473,ErbB1-pY1138,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
30.43,20.01,13.96,6.61,10.21,5.01,2.93,-0.74,3.75,-0.25,-2.55,-3.05,-1.84,-2.28,5.86,-1.19,3.02,-4.45,3.04,-0.03,1.2,0.33,0,0,Pep473,ErbB1-pY1138,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
-0.3,36.99,-5.75,20.9,-1.81,10.08,-7.98,3.12,-0.56,7.15,2.3,3.69,-1.37,1.31,-5.58,-1.29,-0.06,2.38,-6.29,0.74,-0.39,3.33,0,0,Pep473,ErbB1-pY1138,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
23.9,12.14,0.92,12.62,-1.24,-0.98,4.62,-0.18,2.12,0.58,0.83,-5.91,-3.74,-2.38,-14.97,-27.8,10.66,-3.64,-30.94,-7.48,-4.37,-6.45,0,0,Pep473,ErbB1-pY1138,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
13.89,-0.8,7.96,-2.55,-2.67,-1.45,-0.58,3.18,6.14,0.89,-2.67,-4.84,-4.2,-1.57,-29.3,-29.84,-1.34,0.34,-6.22,-5.68,-5.27,-4.03,0,0,Pep473,ErbB1-pY1138,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
14.3,27.85,8.6,16.06,-1.15,3.64,4.6,5.68,3.08,3.43,-6.65,2.49,1.46,1.15,-3.06,3.21,3.4,10.07,4.08,3.99,2.23,5.27,0,0,Pep473,ErbB1-pY1138,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
