274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,
179.84,173.79,174.83,167.6,170.8,166.96,176.97,174.94,173.46,168.22,173.59,178.47,166.33,178.56,176.44,174.95,169.77,174.2,174.74,175.8,178.43,170.96,173.99,175.79,Pep459,ErbB1-pY869,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
185.63,176.9,174.16,149.03,178.08,174.97,175.82,175.56,171.79,177.48,177.35,168.75,175.35,178.53,166.28,175.85,173.38,172.85,174.52,171.42,172.95,170.89,172.46,179.23,Pep459,ErbB1-pY869,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
183.91,172.44,177.89,159.8,171.55,166.07,176.58,174.33,180.29,170.38,167.74,176.67,169.12,159.9,177.45,175.8,168.11,178.24,170.26,170.31,180.05,170.62,177.13,171.76,Pep459,ErbB1-pY869,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
179.02,162.88,166.92,170.73,182.73,170.87,178.07,174.92,171.92,179.26,184.1,179.28,168.81,179.03,174.39,177.11,176.53,180.94,178.83,178.03,172.87,173.32,175.9,168.67,Pep459,ErbB1-pY869,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
161.98,169.83,177.34,170.02,171.58,169.75,175.66,174.86,174.01,170.96,180.44,171.74,173.41,181.62,178.79,166.24,177.67,177.91,179.31,168.79,172.73,176.31,175.5,174.84,Pep459,ErbB1-pY869,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
180.2,165.62,180.38,175.89,174.06,174.45,173.78,176.81,177.76,172.82,171.21,175.97,173.56,172.3,179.2,181.87,173.53,171.21,176.55,182.86,173.56,172.52,182.42,166.6,Pep459,ErbB1-pY869,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
191.43,172.71,185.17,173.73,169.47,171.73,178.91,172.8,178.42,161.57,177.41,171.28,174.95,176.97,177,178.56,177.62,177.79,176.53,173.16,171.48,170.59,171.34,183.11,Pep459,ErbB1-pY869,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
197.05,187.74,199.75,185.2,184.52,184.88,189.12,183.17,189.43,187.52,185.52,183.45,186.8,188.27,186.87,188.14,180.69,179.8,189.4,180.57,176.77,182.54,180.69,164.12,Pep459,ErbB1-pY869,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
176.06,169.37,178.51,171.63,174.28,176.58,178.24,174.5,174.05,171.75,173.74,171.99,167.91,172.16,166.2,169.61,176.44,174.32,171.66,175.46,172.6,167.73,164.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.76,315.22,154.18,270.97,168.23,219.58,151.26,196.3,162.25,171.84,154.08,176.73,169.05,169.26,159.94,158.25,172.42,166.55,170.47,155.68,147.18,169,176.46,173.08,Pep460,ErbB1-pY915,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
164.82,177.18,167.95,169.64,154.89,153.58,147.41,167.58,165.02,151.28,158.84,162.9,158.99,164.39,160.79,167.1,159.86,164.31,154.78,164.9,165.98,169.74,165.89,181.29,Pep460,ErbB1-pY915,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
155.67,166.63,150.65,148.94,148.46,150.26,143.2,160.17,142.78,148.61,146.14,161.78,142.05,158.63,151.98,154.79,153.07,164.18,143.89,157.23,153.29,161.55,168.59,168.72,Pep460,ErbB1-pY915,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
172.86,160.24,166.02,144.37,159.04,159.31,168.13,172.1,166.97,164,161.88,167.52,160.95,165.61,165.79,163.37,162.63,167.19,164.22,170.63,167.21,167.79,166.94,162.3,Pep460,ErbB1-pY915,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
147.97,154,148.78,154.77,157.29,157.44,157.61,162.16,142.06,166.2,149.81,164.31,139.78,165.33,157.5,161.69,148.26,168.29,147.24,167.15,154.47,168.42,172.16,161.78,Pep460,ErbB1-pY915,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
149.26,163.33,152.83,160.19,163.35,160.82,166.55,163.1,171.6,162.34,155.67,166.11,161.58,153.08,170.56,162.54,166.25,169.04,163.96,162.36,169.56,173.09,171.09,154.53,Pep460,ErbB1-pY915,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
145.85,154.76,161.46,162.13,148.64,157.86,150.05,163.68,151.16,166.42,145.62,165.33,151.87,163.54,139.54,161.92,147.79,151.45,150.19,172.24,149.43,155.55,171.42,163.83,Pep460,ErbB1-pY915,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,
167.82,178,168.28,170.82,172.7,152.53,167.84,167.35,168.32,161.97,167.2,162.55,150.54,167.52,150.32,160.82,159.63,142.93,163.57,141.95,165.49,150.96,168.96,160.92,Pep460,ErbB1-pY915,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,
151.53,164.63,162.13,166.96,160.5,157.65,151.33,171.7,155.98,157.33,146.13,164,147.36,159.38,165.1,157.13,167.8,151.58,143.65,164.31,149.34,168.41,169.13,161.66,Pep460,ErbB1-pY915,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
188.1,151.98,180.36,151.19,171.1,163.73,165.61,167.21,162.32,163.13,168.92,159.91,166.41,157.94,169.58,162.07,169.29,150.2,163.86,167.39,160.01,163.26,164.56,154.33,Pep460,ErbB1-pY915,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
157.81,151.58,150.56,156.78,162.13,156.46,157.13,165.68,158.75,161.93,150.54,156.46,136.35,159.97,156.72,162.21,156.54,146.74,144.01,160,162.97,166.58,169.54,160.75,Pep460,ErbB1-pY915,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
177.1,142.51,151.95,154.9,155.84,154.86,167.27,159.58,142.01,165.05,161.53,162.68,167.52,166.64,166.61,163.67,153.34,160.98,164.75,160.24,164.41,161.59,162.6,155.15,Pep460,ErbB1-pY915,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
145.21,149.91,152.45,143.06,154.31,160.47,152.93,160.63,151.41,162.69,145.71,149.14,149.92,165.06,146.87,160.55,150.06,165.42,144.45,161.03,144.18,166.78,167.01,170.87,Pep460,ErbB1-pY915,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
169.99,156.91,158.4,156.83,161.76,150.79,165.03,162.38,162.82,166.48,150.55,139,159.87,164.44,159.15,164.23,157.19,156.65,164.18,166.24,165.89,151.03,170.11,163.73,Pep460,ErbB1-pY915,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
146.01,154.68,156.22,152.14,145.39,153.55,150.18,149.84,149.42,157.01,150.06,151.21,156.41,155.32,150.24,151.38,153.03,160.1,150.49,157.62,155.64,155.95,166.2,158.18,Pep460,ErbB1-pY915,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
183.28,173.08,180.69,173.74,171.94,169.66,174.11,179.45,175.64,174.23,176.94,171.02,173.08,172.56,174.07,169.26,168.8,173.74,176.52,175.63,172.92,182.67,164.39,166.35,Pep460,ErbB1-pY915,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
153.59,156.6,155.33,160.46,163.22,159.12,165.09,154.54,149.44,160.39,161.88,164.18,164.05,162.89,152.6,157.48,167.39,159.83,163.72,161.64,157.5,165.83,153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.87,182.3,188.87,177.95,185.55,171.8,168.61,182.84,176.03,180.27,175.54,176.64,172.99,176.16,177.41,173.81,185.81,176.15,183.36,179.78,178.78,177.41,187.74,229.62,Pep461,ErbB3-pY868,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
173.1,194.27,173,175.89,180.73,175.91,160.09,181.28,176.22,177.96,175.71,172.39,171.54,177.55,176.92,176.71,181.04,177.6,177.12,175.34,169.96,180.25,183.39,186.94,Pep461,ErbB3-pY868,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
182.91,179.1,171.24,147.46,171.15,164.41,170.43,173.13,165.3,172.54,176.12,174.07,176.93,170.97,178.46,181.46,175.77,172.17,170.39,178.97,174.11,177.64,175.41,180.58,Pep461,ErbB3-pY868,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
179.93,175.67,174.19,150.16,179.04,173.29,174.35,171.05,176.94,173.44,171.97,167.04,180.26,171.43,180.92,175.88,176.58,174.36,173.55,173.28,175.22,181.98,178.58,173.96,Pep461,ErbB3-pY868,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
179.52,174.58,171.65,168.01,173.54,172.08,169.77,176.03,166.3,172.96,166.85,171.38,179.91,178,177.82,169.05,175.3,175.61,173.23,175.53,172.88,176.56,175.4,173.15,Pep461,ErbB3-pY868,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
177.24,175.68,173.96,175.4,170.67,160.47,171.99,169.24,178.48,175.66,172.04,177.1,173.79,168.67,177.8,175.54,166.5,168.41,173.96,172.9,177.46,170.28,174.57,178.19,Pep461,ErbB3-pY868,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
182.22,174.31,169.97,175.96,173.6,171.73,177.12,167.48,174.72,172.8,177.14,176.16,157.27,160.47,169.53,177.81,173.35,173.1,177.11,172.22,166.9,176.42,173.3,176.83,Pep461,ErbB3-pY868,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,
192.1,186.03,182.56,179.25,174.9,173.2,177.49,177.05,182.1,173.77,174.69,177.3,178.07,177.12,173.62,175.75,172.79,176.17,168.13,173.01,169.72,174.8,174.4,171.02,Pep461,ErbB3-pY868,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,PIK3R3-NC,GST-SRC,
178.11,190.92,174.5,184.85,170.87,157.91,171.55,173.09,172.9,163.9,168.89,169.96,155.56,168.3,172.85,168.04,172.41,173.21,169.38,172.15,172.85,174.26,181.71,171.73,Pep461,ErbB3-pY868,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,ZAP70-N,INPPL1,
191.26,177.22,182.63,176.46,174.12,148.23,176.9,168.63,177.97,178.51,170.68,173.26,180.96,171.99,172.41,179.98,173.88,173.28,168.71,172.49,173.4,180.44,177,174.1,Pep461,ErbB3-pY868,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,RASA1-NC,GST-CRKL,
178.61,171.35,179.6,170.42,164.28,168.69,167.45,172.28,170.04,176.42,173.83,163.03,170.75,166.96,174.73,166.46,177.32,175.75,173.97,170.68,178.44,158.03,175.78,167.15,Pep461,ErbB3-pY868,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,SHC1-PTB,GRB10,
189.31,172.02,180.53,172.6,174.96,174.79,169.67,166.16,172.33,169.9,169.22,165.44,176.68,173.49,173.48,171.21,175.8,173.7,165.39,172.25,174.72,165.2,176.05,170.79,Pep461,ErbB3-pY868,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,ZAP70-NC,GST-GRB2,
178.73,163.21,172.11,167.98,169.68,172.96,174.73,171.04,174.01,165.5,172.42,171.25,170.6,164.48,177.72,163.42,175.27,172.63,176.44,167.13,177.83,168.9,171.25,173.26,Pep461,ErbB3-pY868,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,PIK3R2-C,SYK-N,
189.43,180.2,187.03,180.56,171.67,180.62,180.18,172.17,173.77,173.83,172.18,170.97,174.56,177.53,172.05,170.3,172.81,177.81,170.04,174.25,171.15,171.38,177.74,182.34,Pep461,ErbB3-pY868,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,ABL2,GST-CRK,
203.75,171.35,190.17,168.75,176.36,155.55,174.08,174.07,184.57,171.64,170.03,165.71,172.99,170.46,173.04,177.28,168.47,168.21,172.93,170.21,177.37,173.63,173.46,171.93,Pep461,ErbB3-pY868,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,LCK,SHB,
190.64,187.62,193.52,175.51,170.03,166.69,173.66,180.5,183.08,185.8,175.22,166.28,179.69,177.27,184.54,178.15,182.75,178.03,181.97,185.06,186.02,181.55,184.85,182.07,Pep461,ErbB3-pY868,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,RASA1-N,IRS1,
165.43,179.75,176.27,170.79,169.85,174.63,167.91,175.85,172.54,163.04,172.04,169.67,180.49,167.78,168.81,175.07,172.51,171.11,169.81,171.17,168.92,164.82,161.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.57,183,179.55,179.38,178.49,176.65,171.77,176.27,181.33,176.58,173.95,173.48,176.71,165.72,175.9,182.92,185.29,180.9,182.41,174.15,179.2,173.06,177.91,179.19,Pep468,ErbB1-pY1016,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
178.93,328.52,180.9,301.53,179.41,285.72,178.62,251.33,177.17,236.41,177.06,209.85,171.19,192.17,179.51,187.63,171.94,178.83,177.92,179.03,185.37,179.68,174.99,179.62,Pep468,ErbB1-pY1016,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
265.51,196.02,254.52,167.27,232.06,184.64,219.85,179.61,206.54,176.73,188.76,175.57,182.63,173.56,172.75,175.32,179.44,175.79,181.21,173.38,175.51,174.45,176.28,173.71,Pep468,ErbB1-pY1016,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
282.46,184.07,246.66,148.66,217.58,153.34,214.46,177.22,195.1,177.82,183.97,176.54,184.34,175.58,179.41,177.58,176.9,172.1,183.72,181.11,177.67,171.21,179.83,178.28,Pep468,ErbB1-pY1016,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
211.13,208.89,190.64,194.07,178.54,179.29,178.32,179.92,178.58,173.33,172.12,174.74,178.53,171.16,168.79,179.15,178.25,176.82,177.08,172.56,178.81,169.59,175.31,170.05,Pep468,ErbB1-pY1016,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
218.68,179.5,205.02,177.21,194.43,172.74,182.24,180,179.08,174.39,176.31,175.24,178.98,170.67,177.38,171.81,174.62,176.26,174.53,175.53,180,172.16,174.98,168,Pep468,ErbB1-pY1016,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
323.96,176.07,286.92,171.23,258.99,178.2,240.93,170.81,212.9,176.96,197.58,175.22,181.21,164.24,179.66,168.09,180.24,178.29,178.65,177.16,176.97,174.33,178.29,179.41,Pep468,ErbB1-pY1016,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,PIK3R3-C,PTPN6-NC,
