306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,
182.25,207.31,161.6,185.06,167.7,188.45,177.66,188.31,183.51,182.88,175.74,182.14,187.46,179.64,181.77,180.61,182.08,188.92,177.6,185.28,185.2,186.51,183.89,190.5,Pep407,ErbB3-pY975,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,
188.13,248.16,171.4,239.47,151.61,223.42,154.47,194.65,153.87,197.33,156.58,184.94,152.84,184.85,180.2,182.16,180.24,180.62,153.13,183.14,160.21,179.97,153.69,186.86,Pep407,ErbB3-pY975,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
180.3,247.28,182.65,222.04,186.73,218.6,186.15,201.5,178.14,193.61,182.98,187.25,174.1,188.47,176.27,187.87,178.29,188.83,182.97,173.95,177.62,183.54,181.3,183.26,Pep407,ErbB3-pY975,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
230.15,184.45,196.98,171.75,193.71,182.25,185.95,184.78,187.97,183.49,187.21,187.21,157.62,187.53,155.59,183.3,157.5,185,153.66,177.99,159.06,180.81,155.09,183.57,Pep407,ErbB3-pY975,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
190.93,169.97,183.01,182.52,182.99,172.73,183.61,177.05,181.98,183.57,182.73,179.27,175.78,176.71,186.09,179.75,173,184.42,169.25,171.5,181.99,178.5,185.85,178.43,Pep407,ErbB3-pY975,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
180.54,201.11,177.85,193.35,169.71,176.89,145.87,185.95,155.16,182.32,160.84,177.92,156.25,176.44,155.43,178.79,155.8,178.33,154.35,174.42,151.53,177.91,151.17,174.07,Pep407,ErbB3-pY975,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
233.93,202.75,216.41,189.23,209.83,188.14,196.29,180.85,189.16,181.72,190,182.27,182.83,171.86,190.26,184.82,178.7,174.27,176.4,172.99,174.62,172.76,187.13,179.04,Pep407,ErbB3-pY975,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
180.27,197.6,157.64,187.76,170.87,181.26,150.57,182.09,148.2,176.97,154.43,173.75,154.4,172.71,150.2,185.03,143.77,183.08,148.72,175.47,160.92,184.71,155.86,179.17,Pep407,ErbB3-pY975,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
200.18,207.34,187.26,212.82,178.37,202.08,182.39,189.61,181.9,186.35,181.8,183.03,184.32,176.83,180.9,184.57,176.38,176.9,165.2,183.73,177.18,180.69,183.91,175.32,Pep407,ErbB3-pY975,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
170.84,198.56,174.11,188.37,169.39,182.35,158.74,189.98,147.83,180.8,154.16,178.63,150.67,173.44,184.58,179.84,159.73,182.03,147.5,182.53,154.58,180.31,149.99,184.87,Pep407,ErbB3-pY975,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
183.31,195.1,183.37,191.18,173.76,186.78,183.41,185.5,186.4,181.8,179.15,187.28,178.67,185.38,176.99,180.25,171.74,171.45,180.53,175.44,178.6,178.75,180.07,166.44,Pep407,ErbB3-pY975,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
152,257.44,146.17,221.39,143.6,206.36,157.52,195.27,145.13,190.49,148.29,178.1,153.69,184.7,151.57,183.99,156.68,183.62,147.67,174.75,149.39,169.59,154.87,182.05,Pep407,ErbB3-pY975,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
194.59,201.02,197.07,181.3,180.48,188.41,183.3,187.59,186.64,177.59,179.67,179.5,180.62,182.13,183.13,179.58,165.69,185.2,180.15,171.62,182.01,162.89,186.04,184.29,Pep407,ErbB3-pY975,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
186.78,200.1,167.21,194.58,179.15,187.39,165.9,182.57,170.31,180.9,159.08,179.84,168.99,186.42,163.6,172.37,159.94,172.88,165,179,164.53,180.85,173.09,188.06,Pep407,ErbB3-pY975,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
192.32,198.28,185.67,178.65,179.1,190.2,187.16,184.16,176.33,179.76,176.18,192.68,186.29,179.53,181.14,180.09,190.25,188.7,185.09,192.4,194.5,190.91,193.5,181.23,Pep407,ErbB3-pY975,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
182.47,205.96,184.02,186.88,180.87,191.35,182.48,189.73,169.74,189.2,179.63,183.59,188.15,184.56,179.37,190.48,188.56,189.13,186.58,187.18,195.31,179.79,184.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.32,251.4,188.1,230.06,191.07,214.9,190.35,196.81,186.01,194.62,179.94,177.24,179.02,187.26,192.92,189.91,196.31,184.45,194.36,190.94,197.85,186.31,187.17,195.47,Pep408,ErbB1-pY1092,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,
190.42,190,178.63,184.43,183.65,193.04,199.1,184.89,179.41,174.71,180.55,183.34,180.56,186.76,197.95,182.05,187.23,183.23,183.91,187.77,186.32,181.14,183.17,185.88,Pep408,ErbB1-pY1092,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,
190.5,199.98,185.6,192.98,192.31,181.38,184.65,184.96,183.11,176.87,195.08,183.22,192.16,182.09,191.83,180.66,193.26,185.31,190.9,181.05,185.12,185.96,185.07,192.15,Pep408,ErbB1-pY1092,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
187.13,239.93,187.83,219.01,179.26,203.5,181.05,198.16,181.6,187.44,183.84,199.17,175.4,190.07,185.5,183.79,186.19,185.79,183.23,181.19,188.7,188.12,180.45,184.86,Pep408,ErbB1-pY1092,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
219.14,216.59,198.54,156.24,193.69,188.6,185.96,179.36,178.79,182.87,183.66,181.49,183.77,183.37,185.6,186.98,186.94,178.83,187.57,184.47,184.11,185.04,188.34,184.3,Pep408,ErbB1-pY1092,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
207.75,178.39,198.64,179.63,188.9,181.19,186.36,178.42,185.97,181.92,188.23,177.14,185.56,178.85,171.98,181.1,184.95,184.77,187.73,193.56,176.61,182.46,185.24,188.42,Pep408,ErbB1-pY1092,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
204.53,261.38,196.23,220.57,186.47,203.72,180.21,192.6,182.08,182.7,183.07,175.17,175.75,186.26,182.81,180.66,183.19,186.46,181.95,186.89,180.78,180.58,184.86,184.84,Pep408,ErbB1-pY1092,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
181.55,178.11,183.89,177.89,187.13,183.4,186.19,187,180.1,188.62,154.69,177.87,184.4,182.35,180.26,184.37,188,181.02,181.66,184.5,181.66,192.27,189,183.59,Pep408,ErbB1-pY1092,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
187.96,228.14,181.54,212.6,183.23,196.41,181.57,191.78,181.36,194.32,184.25,187.5,183.53,177.24,178.49,183.27,187.1,183.85,189.05,184.47,181.26,182.1,182.46,183.07,Pep408,ErbB1-pY1092,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
200.12,228.89,194.57,210.42,189.14,201.98,180.39,184.84,185.57,178.68,186.4,183.06,190.33,180.76,183.74,176.94,179.1,179.96,188.06,181.66,185.04,182.26,191.6,187.63,Pep408,ErbB1-pY1092,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
164.96,205.28,184.84,191.97,180.55,186.04,183.59,180.59,183.8,184.13,180.68,166.11,182.37,178.48,182.11,185.78,181.76,178.07,186.85,175.56,186.29,177.64,178.85,190.67,Pep408,ErbB1-pY1092,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
189.97,179.98,187.22,186.55,178.42,177.93,180.68,178.7,187.68,185.16,189.45,173.63,179.34,186.64,185.87,183.91,182.98,174.76,178.29,181.65,181.91,180.16,180.34,186.3,Pep408,ErbB1-pY1092,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
191.76,289.43,180.17,241.64,180.45,229.47,185.53,208.1,183.03,192.69,188.64,194.6,203.53,182.92,178.73,176.53,180.33,187.6,185.38,181.4,188.02,185.44,186.37,192.04,Pep408,ErbB1-pY1092,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
187,187.38,184.04,182.7,181.09,189.05,173.61,183.92,178.89,179.19,188.12,189.04,187.25,185.81,175.94,185.94,184.17,190.27,180.57,175.65,185.2,180.95,184.89,192.2,Pep408,ErbB1-pY1092,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
236.21,222.57,217.15,210.8,208.13,190.46,199.21,200.61,192.08,186.6,183.56,182.11,185.21,180.45,187.33,174.84,185.49,180.05,178.07,183.49,183.81,174.24,187.82,183.73,Pep408,ErbB1-pY1092,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
189.1,190.7,196.49,191.15,200.14,191.09,194.88,204.98,195.75,197.5,201.71,189.17,186.07,188.41,186.89,188.55,182.82,184.58,186.21,189.81,188.26,190.83,190.07,185.79,Pep408,ErbB1-pY1092,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
197.05,246.3,180.83,213.75,184.38,212.03,189.96,210.4,190.66,197.66,190.72,204.48,190.03,195.1,183.61,188.99,192,192.43,194.02,193.74,191.25,196.31,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.45,271.19,200.93,260.72,192.04,237.98,203.68,226.59,193.83,209.58,187.25,201.58,190.76,201.58,196.88,193.17,192.26,204.24,194.25,199.65,197.74,193.17,184.75,206.88,Pep409,ErbB3-pY1197,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,
204.9,188.16,184.38,194.6,189.09,191.84,194.12,188.4,186.57,183.8,191.34,193.15,190.84,189.61,195.36,192.3,186.88,194.81,195.34,187.61,194.69,186.72,184.03,196.63,Pep409,ErbB3-pY1197,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,
196.09,198.94,192.01,185.3,197.42,180.13,191.45,180.72,188.57,181.84,199.35,187.67,193.7,196.43,192.94,189.68,199.49,186.46,199.76,184.03,193.77,196.44,189.2,188.05,Pep409,ErbB3-pY1197,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
205.34,311.07,193.48,283.23,189.43,247.86,190.63,232.13,186.5,215.72,191.14,199.74,190.3,199.08,197.47,198.9,192.61,193.28,192.22,196.43,188.4,195.96,186.98,191.25,Pep409,ErbB3-pY1197,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
198.05,261.11,190.78,229.95,193.42,214.48,183.64,200.4,191.78,196.78,184.16,187.56,190.79,190.56,183.49,191.86,192.58,183.31,189.64,193.75,197.08,191.1,191.39,192.69,Pep409,ErbB3-pY1197,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
200.11,192.81,190.11,192.87,191.46,188.32,185.82,186.78,188.12,194.11,188.74,189.09,192.11,190.43,189.02,198.4,184.94,177.88,194.47,188.08,187.77,192.05,190.99,182.6,Pep409,ErbB3-pY1197,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
294.11,221.8,265.12,217.59,243.81,210.88,219.35,195.21,206.56,199.42,199.7,184.91,191.4,199.13,196.95,192.21,188.7,193.63,190.65,198.88,185.6,187.91,188.96,192.88,Pep409,ErbB3-pY1197,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
186.58,189.22,189.82,183.5,192.97,185.77,179.56,180.71,190.54,183.39,174.26,183.96,187.35,185.23,189.28,195.43,188.72,187.96,189.72,188.98,186.9,191.74,191.28,194.12,Pep409,ErbB3-pY1197,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
206.61,242.22,187,212.97,194.77,209.72,187.77,203.94,193.55,206.69,187.48,187.69,195.03,195.08,193.81,184.6,194.08,192.83,185.67,195.08,183.33,189.67,192.42,186.39,Pep409,ErbB3-pY1197,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
209.78,228.22,199.14,202.7,192.08,199.66,195.46,192.42,196.05,192.44,186.27,194.64,195.14,188.32,198.18,187.2,183.94,187.22,184.92,202.12,190.29,187.46,191.98,196.09,Pep409,ErbB3-pY1197,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
191.77,199.79,205.56,195.33,191.3,191.75,186.24,197.24,188.58,191.17,181.76,182.65,191.94,178.29,197.33,186.42,191.94,187.77,186.19,185.53,198.72,182.87,197.42,190.72,Pep409,ErbB3-pY1197,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
206.52,188.54,201.63,179.08,188.91,188.06,187.84,186.88,188.02,185.22,182.16,191.6,184.5,195.38,187.54,186.33,188.49,190.59,194.29,187,188.09,193.34,188.62,190.74,Pep409,ErbB3-pY1197,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
198.64,231.88,185.87,209.4,193.3,202.15,203.76,188.7,178.54,189.45,188.17,190.4,199.97,193.73,190.79,185.94,188.55,183.28,190.94,183.21,192.43,189.54,184.64,190.17,Pep409,ErbB3-pY1197,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
189.04,198.69,205.73,193.4,180.48,196.19,195.44,185.63,187.76,178.88,190.9,190.85,189.5,190.55,188.65,188.31,187.71,194.64,190.58,190.81,193.35,184.66,185.76,181.57,Pep409,ErbB3-pY1197,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
264.66,276.39,246.79,233.25,225.65,220.16,218.39,200.65,208.7,194.43,204.86,195.27,198,193.9,194.43,185.11,196.29,181.84,191.54,182.89,187.94,185.09,188.62,181.8,Pep409,ErbB3-pY1197,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
197.02,194.65,201.26,195.22,190.39,184.45,193.12,204.19,194.29,200.01,199.19,191.18,191.83,187.96,186.27,194.26,195.38,196.49,194.37,188.66,194.37,196.83,195.8,181.52,Pep409,ErbB3-pY1197,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
183.43,201.81,200.05,195.93,180.08,199.87,202.69,204.91,189.69,188.06,194.85,196.27,195.82,186.1,183.02,187.94,200.5,197.26,200.56,197.04,190.52,191.58,189.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
