306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,
216.64,204.76,197.77,207.36,194.07,193.7,199.56,193.72,201.06,195.42,205.82,188.66,193.71,188.75,204.61,198.99,201.6,175.17,211.26,177.08,211.83,205.39,200.31,198.65,Pep394,ErbB2-pY835,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
200.86,219.15,175.77,209.4,178.83,204,193.14,211.75,172.28,187.44,197.65,201.25,191.14,208.78,199.1,211.53,206.82,184.84,199.5,196.03,199.49,213.04,202.39,214.83,Pep394,ErbB2-pY835,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
213.71,246.33,198.9,207.21,186.56,206.75,193.5,194.16,212.09,190.58,199.94,180.02,196.31,192.38,199.46,210.04,199.07,189.93,192.89,191.6,203.94,206.56,205.64,178.75,Pep394,ErbB2-pY835,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
211.3,200.41,199.98,188.48,198.04,188.15,168.58,185.99,198.85,192.62,209.36,176.01,199.27,186.25,198.84,211.03,177.67,196.36,190.59,201.15,198.84,206.84,212.08,208.74,Pep394,ErbB2-pY835,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
201.3,203.62,188.8,191.35,192.14,192.19,208.32,205.05,202.27,196.76,171.12,178.03,192.8,198.85,206.21,209.17,197.72,208.99,202.62,204.57,206.43,197.12,207.17,197.24,Pep394,ErbB2-pY835,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
190.5,186.13,199.19,191.76,198.21,198.82,180.06,180.65,194.52,193.43,189.8,170.67,202.64,187.75,200.48,192.24,198.93,204.54,201.43,190.97,196.11,208.14,203.78,209.68,Pep394,ErbB2-pY835,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
195.04,203.71,199.03,210.27,192.79,199.29,165.14,184.69,205.89,193.11,209.94,194.27,206.98,200.1,206.44,182.67,211.72,182.43,207.74,195.07,207.19,202.28,209.66,201.55,Pep394,ErbB2-pY835,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
229.16,214.21,210.53,208.26,193.34,200.92,186.1,178.56,194.42,192.21,201.12,188.39,206.17,194.79,201.55,192.82,195.95,194.71,206.62,208.25,201.57,203.16,200.7,203.82,Pep394,ErbB2-pY835,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
204.1,180.83,203.93,195.98,208.14,200.09,199.54,198.29,204.25,195.42,195.16,191.97,204.95,197.71,206.24,188.93,205.11,189.87,211.66,193.14,200.11,198.67,212.66,193.48,Pep394,ErbB2-pY835,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
192.79,204.6,207.82,187.5,197.83,195.99,195.48,199.05,191.79,207.32,161.24,193.28,207.14,189.34,191.96,194.42,205.99,205.55,195.93,200.32,200.39,204.32,200.24,215.32,Pep394,ErbB2-pY835,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
192.24,215.48,199.92,208.5,189.85,182.68,204.91,196,192.47,194.98,196.8,196.95,200.97,196.51,204.78,201.62,202.41,200.47,217.93,195.76,217.26,203.11,206.4,196.67,Pep394,ErbB2-pY835,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
186.66,181.17,200.34,196,201.67,199.92,203.82,192.55,187.13,196.97,199.54,191.43,178.67,191.32,197.88,189.73,198.65,167.52,199.9,194.17,209.99,211.27,205.4,205.38,Pep394,ErbB2-pY835,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
216.92,239.47,210.16,224.73,189.5,226,211.4,193.98,202.93,199.73,205.22,189.07,196.48,189.32,205.01,185.25,197.92,192.46,198.98,193.36,206.2,202.08,203.27,203.63,Pep394,ErbB2-pY835,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
201.16,205.88,216.07,201.38,202.12,197.17,211.08,214.58,210.26,215.02,204,204.29,205.85,197.94,209.66,213.86,198.88,210.79,205.75,221.47,219.79,216.45,219.25,217.53,Pep394,ErbB2-pY835,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
169.71,187.15,169.18,172.9,174.04,175.6,175.69,173.39,178.13,172.55,176.36,174.79,172.41,169.11,169.12,173.82,183.42,177.36,177.77,174.3,169.26,177.81,187.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.05,199.06,162.69,188.3,161.89,182.44,167.45,173.32,161.39,175.79,169.01,164.93,168.64,163.2,179.68,163.84,167.09,167.87,172.73,162.77,178.89,176.55,173.51,185.1,Pep395,ErbB2-pY877,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,
170.2,168.29,166.44,160.93,168.19,169.77,173.11,167.23,172.23,169.58,159.11,171.17,158.96,175.97,171.93,176.08,164.96,169.75,176.23,178.54,177.85,166.9,178.72,172.04,Pep395,ErbB2-pY877,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,
173.39,164.88,150.88,169.78,160.44,171.82,148.18,162.87,149.13,163.6,164.05,160.28,146.89,170.24,173.43,165.23,142.51,161.89,171.54,158.63,150.2,166.16,151.45,175,Pep395,ErbB2-pY877,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
175.1,220.74,165.85,195.47,163.73,181.04,159.76,177.86,166.16,180.4,166.51,177.25,165.2,180.41,171.94,167.68,158.28,158.46,165.83,164.82,166.26,168.64,163.29,165.6,Pep395,ErbB2-pY877,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
170.42,211.43,163.05,193.48,163.2,175.33,156.19,169.44,166.52,168.87,166.15,178.83,151.3,164.11,148.21,175.26,155.02,171.76,143.44,174.48,158.9,168,170.02,174.22,Pep395,ErbB2-pY877,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
175.34,158.55,179.93,159.64,159.36,175.83,162.63,161.3,174.37,170.64,164.73,174.24,160.96,167.42,166.4,171.14,164.68,169.92,165.31,173.73,166.32,166.24,177.65,171.15,Pep395,ErbB2-pY877,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
194.93,175.37,175.97,171.55,172.97,167.92,154.63,162.4,157.16,164.55,150.04,156.06,157.28,168.89,143.18,162.4,149.84,163.86,142.14,161.78,154.92,160.19,156.07,163.91,Pep395,ErbB2-pY877,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
167.24,162.82,167.09,163.9,161.99,171.04,166.38,166.05,161.26,166.5,162.24,168.07,169.63,156.25,170.67,173.67,162.8,159.49,171.01,164.11,174.03,159.95,168.65,167.24,Pep395,ErbB2-pY877,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
170.85,195.08,135.58,174.89,164.24,158.38,177.2,182.06,155.32,165.92,145.29,176.3,153.3,168.71,156.12,164.23,145.63,165.49,147.51,162.16,171.3,154.6,173.86,172.19,Pep395,ErbB2-pY877,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
199.78,198.87,183.56,180.01,172.92,183.45,171.75,170.12,164.3,166.92,163.87,171.91,163.65,171.88,167.43,172.42,158.18,172.35,166,164.49,156.51,170.61,163.67,174.28,Pep395,ErbB2-pY877,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
174.24,171.95,138.31,160.7,161.14,159.55,153.08,165.05,154.3,163.52,150.52,172.25,145.28,176.83,150.63,171.62,166.27,166.52,152.84,168.14,169.54,159.16,160.36,164.23,Pep395,ErbB2-pY877,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
172.93,162.86,162.82,165.76,162.72,165.56,169.99,163.97,168.57,172.2,176.01,169.4,162.81,168.7,163.15,163.8,158.89,165.68,164.25,166.48,153.41,163.26,163.98,162.14,Pep395,ErbB2-pY877,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
170.09,161.94,155.26,169.16,150.6,173.32,159.09,165.05,158.7,166.09,152.58,172.59,149.71,161.08,143.73,156.66,156.1,168.05,149.42,166.64,154.4,177.1,160.73,171.18,Pep395,ErbB2-pY877,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
167.99,164.21,169.62,168.86,159.98,170.57,162.55,163.17,174.47,167.37,162.76,160.62,167.59,162.75,164.01,152.69,159.02,158.71,168.7,160.9,157.35,158.8,164.59,173.94,Pep395,ErbB2-pY877,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
203.89,220.63,185.53,193.56,172.47,189.61,161.1,187.69,156.06,178.38,139.48,164.44,159.47,176.39,137.55,168.12,138.81,164.57,151.31,168.88,160.14,165.64,154.44,178.23,Pep395,ErbB2-pY877,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
179.43,174.35,175.28,182.89,183.71,178.66,189.54,176.09,182.57,180.44,175.63,178.35,178.23,175.54,174.33,156.61,170.7,167.67,180.85,175.36,183.72,180.06,188.29,183.36,Pep395,ErbB2-pY877,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
174.86,168.79,160.45,169.85,173.03,162.1,175.21,174.41,182.42,170.61,173.63,175.19,164.4,169.6,162.92,176.28,177.53,177.54,172.9,178.11,176.93,177.11,191.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.33,203.9,168.12,177.96,172.34,175.91,163.32,168.92,169.31,168.44,170.14,175.19,168.48,161.06,175.33,161.7,162.91,172.75,172.79,165.58,168.78,171.75,174.02,170.45,Pep396,ErbB4-pY865,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,
182.93,174.63,162.41,175.29,166.45,171.84,163.42,170.02,163.53,162.96,163.62,157.3,169.74,169.28,162.26,164.52,168.01,167.92,166.63,169.56,175.73,167.87,168.42,175.3,Pep396,ErbB4-pY865,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,
167.18,174.91,173,155.63,160.76,166.17,175.93,172.75,177.19,171.59,169.63,165.86,163.87,167.59,166.47,172.15,166.17,161.47,171.68,175.58,166.58,162.69,176.69,171.64,Pep396,ErbB4-pY865,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,
174.8,181.56,164.31,178.04,173.03,164.82,174.96,173.56,154.81,166.45,168.69,177.7,163.44,174.33,167.64,169.14,170.07,162.1,167.83,169.16,166.29,167.71,166.64,166.63,Pep396,ErbB4-pY865,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,
178.08,194.9,159.89,198.44,165.74,182.47,168.91,174.41,171.37,162.29,163.84,172.29,160.48,162.11,174.97,161.81,163.99,162.47,171.99,165.29,172.02,171.33,165.86,163.78,Pep396,ErbB4-pY865,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,,
177.96,173.55,157.92,180.43,158.3,167.06,163.97,163.83,161.13,168.63,172.16,171.39,172.9,174.62,165.34,166.62,164.05,171.48,172.05,170.36,167.94,160.52,163.8,172.47,Pep396,ErbB4-pY865,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,
176.82,179.31,172.69,165.66,164.42,159.95,169.54,157.18,163.92,164.39,167.07,157.88,166.22,168.82,168.23,157.97,167.58,159.48,172.14,169.24,168.65,169.28,163.24,168.62,Pep396,ErbB4-pY865,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,
171.03,163.35,165.16,160.79,170.79,171.13,168.08,162.55,159.79,162.92,164.25,166.11,163.37,170.39,174.49,162.04,172.98,166.45,169.18,168.04,162.86,167.36,162.88,162.66,Pep396,ErbB4-pY865,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,
166.08,180.49,165.32,163.84,158.34,165.38,172.96,158.23,161.67,160.45,162.57,171.2,173.29,176.34,162.29,158.93,168.99,167.75,165.97,171.2,165.19,159.04,165.09,169.8,Pep396,ErbB4-pY865,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,GRB10,PIK3R2-N,,
178.88,188.54,175.42,171.35,167.22,176.41,171.78,163.01,166.4,166.64,163.98,162.04,166.51,170.29,167.26,172.88,167.21,166.23,166.8,164.83,163.28,162.88,166.79,171.85,Pep396,ErbB4-pY865,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,
172.94,165.11,169.72,169.9,159.07,164.89,170.17,164.12,170.24,173.12,165.54,163.63,168.35,161.59,170.22,161.18,171.69,156.63,162.66,171.82,162.52,168.1,172.91,173.24,Pep396,ErbB4-pY865,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,
169.02,168.6,169.14,166.01,172.55,170.29,167.33,166.6,176.35,170.32,170.72,168.46,163.48,163.25,158.2,159.28,171.58,162.1,158.37,164.18,168.91,163.91,168.44,166.46,Pep396,ErbB4-pY865,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,,
171.19,174.51,164.36,162.34,163.66,171.28,156.63,153.39,172.87,165.36,165.9,167.4,164.78,163.61,167.49,158.07,171.29,163.41,160.77,158.95,169.83,168.4,177.12,174.24,Pep396,ErbB4-pY865,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,
165.2,166.53,161.06,170.47,170.95,161.26,167.23,162.48,176.07,165.98,174.57,170.07,169.91,168,166.68,168.6,162.05,164.76,157.27,160.47,165.6,166.06,172.55,158.39,Pep396,ErbB4-pY865,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,SH2D3C,TNS1,,
177.67,195.32,179.19,189.8,160.66,183.62,173.32,176.05,167.4,164.84,173.1,171.97,172.22,164.03,168.39,177.15,172.03,160.19,159.59,168.42,171.03,156.93,177.52,170.02,Pep396,ErbB4-pY865,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,
196.28,181.42,180.42,182.47,174.43,169.19,185.67,186.62,184.47,186.06,172.97,181.76,182.12,184.41,174.81,176.25,167.58,178.42,181.75,172.13,179.96,168.88,175.82,180.02,Pep396,ErbB4-pY865,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,ZAP70-N,SOCS5,,
172.97,187.25,176.13,178.66,172.19,181.13,175.55,171.08,173.58,177,176.32,177.5,171.99,157.29,153.96,182.76,184.45,180.85,185.34,182.62,181.93,176.78,178.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.05,243.21,183.41,222.33,182.03,198.2,191.9,194.21,184.4,188.72,167.32,196.32,162.46,188.93,185.66,168.88,180.67,171.26,183.13,174.77,189.37,191.62,152.94,186.74,Pep407,ErbB3-pY975,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,
